arrived_at,num_prefill_tokens,num_decode_tokens
235.898835,896,14
235.98429,202,6
235.998289,100,18
236.000059,145,12
261.147749,1164,18
261.263431,2546,11
261.368159,2132,71
261.369018,1205,12
261.370279,3738,10
261.635999,3634,7
261.734957,1542,8
261.735042,3296,24
261.737439,2616,18
261.834815,4662,10
261.834893,675,7
261.834942,101,12
261.838687,1456,13
262.202819,1875,7
262.202893,2615,22
262.257048,3634,6
262.334616,2547,6
262.527044,1087,11
262.635227,6055,10
262.635467,248,9
262.654855,1165,42
262.757253,2822,56
263.03504,678,16
263.135148,2615,24
263.135326,120,17
263.235607,100,13
263.43692,7436,12
263.778946,965,9
263.835924,2547,11
263.851864,2616,19
263.893076,1549,67
264.135464,6056,8
264.234931,1201,6
264.256568,924,13
264.257149,251,49
264.334975,3297,12
264.4364,2132,43
264.596435,2096,7
264.693139,264,8
264.967754,2133,33
265.097945,1872,19
265.289243,7436,13
265.437883,1163,16
265.53979,56,18
265.774385,599,6
265.858281,264,14
265.872284,908,23
265.944184,1163,10
269.161376,2755,9
269.254126,3014,6
269.255055,337,66
269.458197,2545,7
269.458394,143,6
269.55429,349,13
269.555711,5901,7
269.878327,174,10
269.954242,4078,12
269.955743,7435,10
269.985735,229,15
270.058812,173,11
270.254881,1432,25
270.52792,2386,148
271.255093,840,10
271.354839,5957,13
271.454269,3511,45
271.455356,3014,13
271.854371,172,14
271.975372,4078,13
272.10934,5902,21
272.154157,2605,792
272.155015,7435,9
272.178888,3513,14
272.731542,172,21
272.74577,2504,16
273.155549,1433,14
273.257174,338,7
273.457309,2504,17
273.718094,1094,10
273.920387,3768,41
273.9542,1433,16
274.059592,2867,6
274.064254,5804,61
274.15778,173,16
274.254131,4075,10
274.25529,2867,7
274.274136,5961,11
274.356574,7412,14
274.361189,2506,10
274.454386,144,6
274.564049,2559,53
274.754433,3514,87
274.756178,41,8
274.857101,1263,30
274.858828,2507,6
274.95598,2390,6
274.956238,2093,9
275.054486,2868,14
275.059949,174,9
275.457308,200,10
275.55614,718,6
275.671895,3514,49
275.685156,3777,15
275.754316,2868,17
276.054291,201,8
276.059046,5963,7
276.432877,1951,48
276.68898,178,8
276.762646,1698,6
276.854204,173,15
276.854384,7435,139
276.954419,363,8
277.454429,1953,15
277.55774,292,15
277.796074,3385,22
278.054378,3515,54
278.15456,41,36
278.263157,204,63
278.394858,336,9
278.604837,4075,24
278.656277,179,11
278.754943,1434,18
279.009831,224,12
279.073615,2403,37
281.904945,127,71
282.125894,3265,7
282.150012,55,777
282.199111,146,35
282.231318,3480,13
282.319198,2003,46
282.498095,148,10
282.967699,3480,12
283.028216,4750,19
283.56511,3480,10
283.598201,148,32
284.119382,3482,10
284.12074,7436,14
284.124562,247,13
284.200428,741,18
284.50008,7435,10
284.60486,243,9
284.697751,4749,39
284.876804,3630,9
284.995818,3281,6
285.079173,6499,19
293.178584,198,70
293.379752,2689,22
293.382009,747,8
293.413287,1165,15
293.509574,40,55
293.513089,2330,8
293.682827,356,8
294.013282,298,60
294.110665,767,35
294.111963,767,11
294.27981,747,9
294.581516,356,7
294.680446,7435,8
294.781031,4675,14
294.900065,2821,12
294.900132,770,14
295.084157,298,100
295.202445,2331,6
295.580439,1085,9
295.580498,358,17
295.779998,4656,9
295.983049,2692,7
296.179779,299,46
296.202237,2462,11
296.379803,900,841
296.380135,36,49
296.517829,19,10
296.682075,853,7
296.784125,2825,7
296.784131,348,16
297.379035,774,16
297.441096,854,8
297.980425,2825,295
297.980534,349,34
298.184589,298,115
298.28069,261,6
298.381749,37,34
298.585093,854,16
298.585249,261,6
299.576547,6735,34
299.690526,3026,17
299.745598,3165,26
299.957393,1985,19
300.011492,1708,42
300.049828,2171,19
300.25193,2135,9
300.265214,4423,13
300.34571,2389,19
300.447001,7436,7
300.548046,1297,16
300.645669,462,9
300.645743,3026,11
300.767862,390,16
300.946951,2173,27
301.068475,1042,20
301.145741,821,34
301.174223,2136,52
301.41617,341,16
301.749069,4425,94
301.940487,3364,6
302.150419,2137,54
302.447694,2644,18
302.548736,1695,48
302.708828,211,6
302.880552,1500,60
302.977893,1779,16
303.386762,396,18
303.647531,888,9
303.745553,2103,7
303.746961,7436,17
303.747074,220,14
303.917725,3028,17
304.02587,2103,7
304.272641,3967,10
304.351763,4642,10
304.442945,399,7
304.684071,1164,97
304.717875,1984,253
304.747681,3601,9
305.050521,1948,22
305.407443,1463,51
305.845674,1195,54
306.079177,5538,21
306.346354,3601,9
306.44959,4634,10
306.645741,2108,7
306.647185,2149,46
306.665929,1154,67
306.853574,7436,8
306.866677,2157,6
307.149187,401,12
307.245567,3372,12
307.350346,471,17
307.5541,942,69
307.554372,253,16
307.748867,2393,28
307.756272,1198,7
307.845732,253,6
308.201294,5469,21
308.393452,401,13
308.552248,1200,6
308.552355,392,6
308.952202,1295,17
308.964481,2169,11
309.046914,2823,15
309.646921,820,16
309.749595,2169,21
309.750583,1698,46
309.75059,868,7
309.84718,4451,97
310.1492,2941,6
310.278451,477,12
310.280929,2075,10
310.647367,2171,26
310.66857,4454,6
310.78532,1957,10
311.244753,4454,13
311.332451,4360,11
311.504681,1586,15
312.00508,3383,79
312.016264,825,12
312.146646,2174,28
312.576749,3616,42
312.659022,825,19
336.225331,10,10
336.598126,2297,31
336.854689,405,7
336.94625,4631,433
336.989615,7436,56
337.048788,6965,7
337.147195,4610,6
337.416566,706,10
337.440061,406,7
337.545578,2158,26
337.646739,1002,26
337.814445,196,14
338.308183,11,19
338.446332,2248,23
338.77377,3230,23
338.805863,4063,8
339.245522,1738,10
339.617343,7435,34
339.758041,2144,22
340.147133,2253,18
340.348972,16,7
340.380456,7435,6
340.449492,5479,12
340.64566,6965,12
340.646691,2145,14
340.646848,1131,9
341.255805,1131,7
341.373926,3231,26
341.556636,12,17
341.646362,2076,58
341.666235,7435,15
341.668096,1130,20
342.113163,775,8
342.54688,775,8
342.845468,15,9
342.874794,3247,25
343.334971,2117,8
343.551622,7435,7
343.553802,1131,9
344.145666,30,20
344.16364,253,30
344.326482,3262,19
344.467776,1976,69
344.687774,209,9
345.32072,890,13
345.433976,364,31
345.466712,2750,6
345.576809,4947,14
345.645576,5480,19
384.159201,255,46
384.159226,1428,13
384.354922,1616,11
384.374818,235,12
384.562369,992,9
384.896881,2043,9
385.209521,73,31
385.354984,548,11
385.555591,257,13
385.558405,4630,19
385.661581,1428,10
385.81458,2022,23
385.854118,3622,6
385.954211,761,27
385.954501,5850,17
422.375183,409,15
422.375796,121,11
422.573347,1042,15
422.573408,792,9
422.675624,2441,11
422.675767,2847,6
422.678525,37,8
422.682279,694,9
422.993554,16,11
423.273303,152,19
423.280801,1292,19
423.500697,267,8
423.673486,699,58
423.675439,413,28
423.775538,4486,31
424.282662,2524,18
424.379771,136,17
424.380844,1293,93
424.478637,561,48
424.674372,701,31
424.775646,2783,26
425.23937,994,9
425.478867,1486,8
425.679611,38,7
425.691646,2444,12
425.775182,17,12
425.978705,43,7
426.073188,41,14
426.18853,703,25
426.503791,1172,11
426.577532,2784,25
426.773239,701,75
427.07789,42,12
427.577249,3157,6
428.07501,41,16
428.133347,631,9
428.412054,1329,9
428.456716,1615,6
428.474426,1363,12
428.575337,1486,17
428.759432,2784,47
428.794024,4489,16
516.088515,1307,15
516.183212,1016,7
516.378906,512,14
516.479263,2451,6
516.483435,5035,14
516.586547,988,10
516.681464,2018,15
517.185502,94,18
517.281627,1311,7
517.385369,990,14
517.385562,1543,10
517.584099,397,28
517.682617,1882,13
517.685852,1046,7
517.779759,7436,17
517.782276,2960,283
517.782451,7436,13
520.080174,1018,6
520.081246,2488,20
520.282494,1050,10
520.481523,399,16
520.487033,4393,12
520.58217,94,7
520.582217,2546,8
521.184023,1885,10
521.189141,1050,11
521.380142,376,19
521.387636,997,7
521.488496,377,9
521.582748,4981,6
521.583657,999,26
521.588576,94,54
521.680821,1052,20
521.684938,551,7
521.687639,2048,9
521.688406,5004,15
524.084127,1841,8
524.187461,4486,35
557.637322,920,82
557.737645,491,180
557.839669,312,16
557.840411,2275,7
557.94443,7436,12
558.03929,7436,11
558.039312,851,16
558.040584,2364,42
558.134195,2275,13
558.137713,636,210
558.139495,920,70
558.140716,73,14
558.141403,126,19
558.237105,7436,8
558.436519,2450,97
558.436526,2274,36
558.437967,491,31
558.440916,4432,15
558.440976,2275,8
558.441203,636,22
558.55293,64,44
558.561429,491,58
559.640009,491,116
559.838752,492,30
559.838918,2276,15
559.936877,1101,108
559.936929,3980,9
559.939084,5744,13
560.034334,775,13
560.039469,2364,157
560.136122,956,6
560.137148,181,9
560.741129,782,7
560.743425,926,52
560.837529,7437,7
562.537743,3985,6
562.637991,18,12
562.638904,181,8
562.639035,493,25
562.737983,7435,11
562.835421,353,14
563.25425,3381,16
563.556214,7270,10
563.558839,1155,30
563.634892,7382,51
563.63505,494,35
563.64226,7435,61
563.654548,2222,21
563.754306,4120,19
563.873297,581,18
563.938633,693,7
563.938681,1100,8
564.135948,4175,14
564.137288,679,149
564.141818,492,130
564.144137,1726,16
564.181424,43,24
564.19024,1156,8
564.45558,3381,10
564.554115,4703,9
564.635805,131,7
564.639466,3926,22
564.639638,637,403
565.035428,2964,11
565.07565,5504,35
565.355126,966,10
565.380575,1156,25
565.481864,514,28
565.757955,715,17
565.954311,1157,11
567.538257,363,25
567.636513,695,7
567.6366,1105,56
567.93956,130,7
568.540124,495,37
568.541072,496,55
568.735064,879,11
568.822036,36,14
568.835061,355,54
569.01765,1556,21
569.034511,2409,25
569.043233,496,76
569.083153,455,29
569.142112,879,22
569.18363,11,14
569.240602,1108,6
569.279492,668,22
569.340645,1370,12
569.341555,47,23
569.391995,37,21
569.53653,355,60
569.616181,456,18
569.637051,2280,21
569.740877,932,57
569.838582,1702,23
569.838642,2771,9
569.838692,132,11
569.839745,1030,41
569.840699,1608,12
569.84174,2747,10
569.843632,2280,11
569.879788,771,6
569.93895,355,58
569.941045,495,211
569.944441,2748,7
569.980837,456,16
569.980843,1352,9
570.034946,2411,12
570.035051,1108,27
570.040936,1692,9
570.134528,699,49
570.140582,2411,8
570.142291,356,48
570.238559,781,93
570.335866,1108,13
570.336918,597,13
570.339218,7384,24
570.379536,7435,41
570.37962,11,14
570.440448,1876,6
570.442498,2411,47
570.500169,28,14
570.506904,4262,127
570.63973,595,64
570.736394,1650,11
570.74285,596,6
570.743879,140,17
570.837072,1112,103
570.840364,2969,24
570.840453,7436,10
570.87926,772,6
570.880997,5804,10
570.935106,2412,103
570.942808,336,16
570.942881,261,10
570.944781,3328,14
570.94504,496,69
571.040065,7384,12
571.042508,364,28
571.187905,203,28
571.242019,2293,30
571.271582,2086,61
571.344588,1502,11
571.382528,1896,10
571.436023,259,8
571.436119,2748,7
571.447576,100,25
571.478826,38,23
571.535252,1357,12
571.583909,144,11
571.78015,100,16
571.840262,1115,14
571.884864,203,19
571.935166,2640,8
571.983471,5405,21
572.041463,1357,14
572.04172,2297,30
572.04378,705,231
572.087864,456,180
572.139594,261,12
572.140542,7390,34
572.140732,2640,16
572.14176,75,18
572.182406,1563,10
572.183591,16,14
572.281011,2772,6
572.342102,1881,25
572.342183,2298,16
572.342259,2434,9
572.342371,93,63
572.343128,2987,9
572.345346,3811,9
572.441542,1596,15
572.442483,960,7
572.50043,1017,20
572.500749,18,10
572.580621,100,60
572.609024,2508,6
572.609216,203,28
572.640382,340,14
572.643598,782,8
572.698411,1803,12
572.779036,773,8
572.800602,1454,172
572.803873,1035,52
572.80472,92,7
572.804772,1208,10
572.837223,2992,9
572.83753,1112,26
572.902058,5546,18
572.940394,2639,10
572.9404,4176,10
572.94273,1115,9
572.943825,1112,9
572.944642,2302,8
572.999187,2020,25
573.001511,225,13
573.00157,1819,8
573.001615,3132,6
573.089018,146,13
573.100108,29,24
573.103823,6692,19
573.104869,3775,18
573.134111,2437,8
573.145841,673,17
573.197709,853,11
573.239589,2302,12
573.242262,98,12
573.243151,2228,10
573.299934,2387,24
573.299941,7427,8
573.336264,631,11
573.398859,23,21
573.440634,69,16
573.504191,5547,17
573.536298,220,13
573.538489,2457,8
573.538693,498,249
573.597865,2942,55
573.639627,1589,22
573.640741,2460,13
573.739414,2458,6
573.743214,4179,14
573.74412,2988,12
573.800805,1145,11
573.839537,2462,8
573.905543,1806,15
573.935531,1589,22
573.942156,1392,9
573.943824,2641,14
573.943844,1884,6
573.943869,3811,7
573.998425,6483,7
574.00334,241,11
574.009011,4585,9
574.040727,1884,6
574.044851,1598,32
574.080504,673,11
574.106762,26,19
574.238363,2302,13
574.2438,2437,8
574.300011,1039,55
574.304853,1510,11
574.338986,1431,9
574.33913,3710,7
574.344255,711,57
574.379097,1897,55
574.403799,1023,13
574.440676,2981,15
574.498309,3126,9
574.501747,819,7
574.504257,1032,6
574.537003,454,11
574.601976,7436,6
574.602273,2168,10
574.635599,7436,30
574.681178,757,85
574.692252,782,17
574.734323,259,11
574.734343,2302,52
574.73815,2981,7
574.73922,944,13
574.741295,1112,70
574.742161,2430,8
574.845266,1114,14
574.845368,336,10
574.899157,1038,55
574.939123,2982,6
574.939997,1893,6
574.941024,2430,12
575.003153,1465,11
575.004397,1160,15
575.037078,7435,9
575.042327,633,202
575.106725,7430,16
575.109201,1219,19
575.134124,2430,6
575.139752,752,9
575.140761,890,26
575.143184,1615,50
575.199665,2168,10
575.200376,1370,7
575.200571,2216,10
575.299227,6695,9
575.299859,2152,153
575.302798,912,7
575.303681,131,7
575.305446,7436,13
575.33805,2306,7
575.340001,3816,9
575.344034,334,13
575.400916,2305,8
575.404362,1281,31
575.406869,2948,60
575.407783,1318,29
575.43751,742,37
575.539607,2307,10
575.540358,2428,11
575.739956,905,11
575.837729,1111,9
575.841023,2308,24
575.842622,702,279
575.937666,336,10
575.938757,909,9
576.035208,808,24
576.13961,3711,6
576.14072,7429,12
576.145225,729,65
576.237348,890,12
576.241081,74,30
576.244413,456,17
576.339478,261,15
576.340697,2305,8
576.437054,3659,6
576.440509,261,14
576.440552,3659,6
576.44253,3659,6
576.445338,2430,6
576.545295,2433,6
576.635247,2431,20
576.734408,864,13
576.936831,710,157
577.236432,1039,9
577.437114,2433,28
578.139034,1355,11
578.240362,2435,7
578.33432,2302,92
578.33619,868,16
578.336243,3713,12
578.401811,223,15
578.502062,1926,9
578.740275,870,11
578.740374,11,8
578.834469,890,7
578.934195,1833,15
579.234247,1339,26
579.234307,935,10
579.438496,2049,13
579.638764,1833,12
579.735514,3714,11
579.735696,730,75
580.036248,2727,15
580.23442,2437,6
580.43871,1347,7
580.599102,2457,13
580.599858,5545,18
580.608227,251,7
580.6985,129,13
580.73422,1147,15
580.737826,7436,12
580.802222,2256,9
580.808578,1008,23
580.809499,7435,6
580.83572,1347,6
580.83673,893,10
581.000143,1429,9
581.007623,1019,6
581.101355,954,10
581.101474,6633,10
581.101609,7435,15
581.10492,6694,9
581.197638,1125,9
581.197691,1020,6
581.203485,1119,9
581.237002,3001,8
581.237054,3652,24
581.334486,1150,6
581.402671,2307,20
581.437976,2439,9
581.537211,4524,12
581.600425,2736,6
581.60073,131,7
581.637558,2728,15
581.637659,1093,14
581.706397,122,6
581.802965,3338,9
581.804525,128,11
581.805323,1119,27
581.805585,2733,12
581.838575,936,16
581.838642,875,18
581.902664,82,6
581.905762,3122,14
581.934337,2448,106
581.999853,1009,12
582.003271,1125,18
582.101142,1281,10
582.1034,1931,6
582.299003,2135,20
582.33608,1150,25
582.400005,2186,40
582.403431,2244,14
582.403589,109,9
582.434417,3002,17
582.43894,135,9
582.534228,895,6
582.701127,1586,55
582.837336,1093,11
582.837395,2729,15
582.838514,476,14
582.899896,83,6
582.934551,715,252
583.001774,5630,13
583.036827,4597,65
583.100525,1281,21
583.338932,476,7
583.403602,1932,9
583.50239,5607,9
583.605389,6699,10
583.605489,2466,9
583.634488,2439,44
583.703211,5544,12
583.704126,4393,11
583.704178,3977,13
583.801509,6877,20
583.83433,732,10
583.899829,352,319
583.934201,897,52
583.936131,3000,201
584.001253,29,8
584.007224,1019,10
584.100206,5608,13
584.100256,1429,7
584.104372,2310,16
584.300153,920,7
584.303826,1095,19
584.304727,1119,15
584.307016,7436,10
584.308723,126,13
584.308959,87,15
584.535883,2309,7
584.602261,2294,28
584.602268,1363,20
584.602347,3452,6
584.69895,1014,11
584.702417,1109,42
584.709348,4141,12
584.897932,125,14
584.898034,223,8
584.898057,1818,7
584.90091,1119,17
584.903031,2456,10
584.904222,349,9
584.907035,14,37
