arrived_at,num_prefill_tokens,num_decode_tokens
52.227631,1312,180
52.248622,1129,396
52.25784,375,67
52.883306,862,425
53.143328,167,179
53.17204,914,414
53.563248,209,217
53.706456,982,594
53.992761,200,161
54.022464,1313,156
54.117659,999,416
55.083021,1084,397
55.110396,399,106
55.33965,1065,594
56.58782,1036,446
56.96542,1243,398
57.217515,1128,384
57.280079,1000,375
57.414624,992,56
57.452439,920,87
57.492631,1040,388
57.503945,411,101
57.511147,900,91
57.577696,1018,425
57.780753,4082,44
58.265729,395,99
58.464914,209,217
59.99352,181,113
60.1722,1118,414
60.183596,972,392
60.426171,1847,53
60.648144,392,96
60.778525,197,217
60.831569,975,409
60.872432,1025,443
61.145266,1027,388
61.263537,1143,409
61.285563,1028,394
61.294115,874,402
61.764605,997,492
61.836955,72,245
61.838028,851,397
61.906835,408,91
61.928694,1113,531
62.174486,1313,170
62.276484,1083,426
62.482331,1139,394
62.843126,978,437
63.043028,26,146
63.112742,386,61
63.597893,1074,411
64.095402,209,162
64.186733,1099,455
64.88831,120,12
64.910998,126,173
64.93586,416,140
64.94079,4074,40
64.990268,394,83
65.064085,1043,399
65.064156,1099,396
65.066011,857,91
65.348307,209,217
65.531596,1109,365
65.715096,993,441
65.786251,888,418
66.310171,2294,72
66.40349,1141,388
66.511613,1067,394
66.624229,1116,423
66.655684,416,79
66.693468,1126,520
66.711635,203,179
67.245928,379,144
67.439933,56,164
67.930409,1232,410
67.933052,209,162
67.96609,206,162
68.682209,1083,378
69.017743,171,183
70.095865,982,429
70.287471,2208,87
70.45795,374,54
70.913521,1019,413
70.977717,126,205
71.553215,1147,396
71.926622,1078,428
72.258986,883,413
72.463206,169,217
72.686339,1094,429
72.77233,1001,427
73.069107,391,93
73.139437,4081,38
73.188991,1085,388
73.284651,1064,395
73.501684,1070,411
73.841563,972,575
74.006953,1099,394
74.046995,980,384
75.304583,1057,393
75.627209,1082,409
75.726526,1072,400
75.833898,385,98
75.86276,78,141
76.099724,412,100
76.28615,1027,388
76.55838,1146,466
76.749357,994,419
77.310607,846,108
77.546989,1140,430
78.254342,1059,649
78.313936,1354,200
78.684997,167,171
78.707843,1792,50
78.741657,40,134
79.24603,407,104
79.316404,1065,411
79.32308,181,241
79.431406,1314,137
79.466727,181,128
79.787259,163,205
79.788963,2,93
79.817387,1314,203
79.996058,1056,394
80.182683,978,442
80.396777,1217,565
80.421214,1056,398
80.895356,951,445
81.144872,1233,401
81.628783,1317,169
82.066092,1103,520
82.10991,887,375
82.413633,1123,396
82.497749,1095,379
82.919064,1079,419
83.735745,1073,420
83.797671,1147,413
84.029102,212,183
84.571937,411,81
84.588169,380,76
84.597386,2522,62
84.676965,990,468
84.894275,1106,414
84.963897,1117,396
85.076414,1147,396
85.469573,127,178
85.732975,1021,428
85.796477,1081,394
86.259018,1104,394
86.525605,1149,429
86.720968,399,86
86.953159,1127,385
87.106775,766,85
87.158813,1073,396
87.345374,91,16
87.369388,922,402
87.414471,1314,220
87.440262,1049,396
87.47872,1048,399
87.973239,1180,404
88.111777,194,217
88.352075,1063,396
88.381564,206,217
88.72622,1083,386
88.980103,1016,436
89.266784,958,427
89.39542,91,16
89.446895,335,18
89.699227,895,114
89.945682,1004,532
90.242587,194,223
90.922696,1001,427
91.014551,954,390
91.308865,4083,44
91.386707,203,217
91.430702,980,385
91.874676,91,24
91.975649,428,102
92.263546,878,110
92.289553,4088,41
92.484981,212,164
93.064399,982,411
94.053035,445,174
94.062529,394,86
94.101162,1023,421
94.327737,1314,152
94.512059,1009,420
94.652727,1007,375
94.945454,1161,373
94.991567,4085,52
95.415797,1067,429
95.976353,1038,409
96.491573,1136,422
96.601213,169,217
96.722173,313,18
96.820055,1116,574
97.007968,1240,501
97.014149,1060,58
97.036056,209,167
97.141007,428,108
97.36605,1093,414
97.955633,1045,585
98.178717,435,111
98.410507,1037,390
98.960671,422,95
99.625573,1313,201
99.644812,1184,394
99.650248,1001,396
99.89021,890,387
100.096556,181,140
100.446159,1119,397
100.582192,407,92
101.057715,1188,388
101.16376,1016,375
101.460968,1095,417
101.570906,1027,395
101.721557,1102,455
102.067566,1026,429
102.201097,1996,70
102.232512,1314,139
102.250456,181,173
102.420546,1049,397
102.573461,1132,414
102.582485,1088,386
102.858752,125,205
103.483118,2396,69
103.512061,206,167
103.729903,376,73
104.356158,127,198
104.559528,4078,49
104.916233,404,109
105.275678,1026,409
105.477932,1199,394
105.8322,91,16
105.952538,1013,422
105.980323,990,392
106.111924,4083,38
106.330212,1314,200
106.390008,1069,499
106.408378,1017,519
107.007543,200,183
107.198457,124,204
107.346441,895,393
107.956807,399,112
108.055066,410,95
108.624239,1107,388
109.050897,212,217
109.360649,1007,385
110.109936,1052,652
110.114931,1143,388
110.35987,307,18
110.616767,392,91
110.82047,129,185
110.852025,129,159
111.12429,936,431
111.295228,128,205
111.541767,1025,388
112.066911,203,217
112.478559,431,97
112.625389,1000,396
112.73242,1045,496
112.98964,165,192
113.215189,1163,429
113.450308,1143,580
113.817832,1012,389
113.842202,1121,433
113.94042,971,373
114.087387,1088,377
114.52271,1028,498
114.65241,127,202
114.756231,1139,371
114.764084,1100,414
114.790793,1019,403
115.330765,1022,443
115.373219,1176,373
115.398333,1007,403
115.925734,382,38
116.507132,396,107
116.533773,401,147
116.621359,882,135
117.42583,1161,429
117.532537,21,139
117.668044,1053,383
117.95251,402,102
117.967826,1037,434
118.397287,4077,81
118.552319,945,504
118.946599,1050,403
119.311856,1036,386
119.342844,4075,91
119.409409,1062,413
119.459645,4105,67
119.574839,1070,398
119.899903,206,181
120.123244,419,130
120.139912,181,132
120.219519,1127,415
120.512313,1043,394
120.867867,4082,104
121.076813,413,95
121.2905,934,378
121.835289,1039,379
122.817427,91,24
123.022898,1017,393
123.031336,1007,468
123.064614,375,66
123.279551,10,146
123.414678,994,414
123.533207,298,18
123.665521,1002,388
123.777599,1021,390
124.259285,209,217
124.406539,386,96
124.442245,1092,415
124.681636,403,142
124.687122,415,101
124.722299,1013,363
124.834123,1014,395
124.934471,1034,377
125.103087,1002,396
125.44964,1149,516
125.714801,1112,403
125.783913,1314,159
125.892903,1917,56
126.224776,1043,431
126.23795,1032,421
126.372002,1093,382
126.396542,1173,429
127.166331,203,189
127.344222,390,97
127.87425,4085,59
127.890526,4090,56
127.991806,409,93
128.097364,402,92
128.288535,1354,225
128.81844,181,213
128.882228,1035,414
129.012474,1033,420
129.101442,206,179
129.260429,888,426
129.334871,209,183
129.505609,1102,433
129.677075,1007,424
129.732023,203,167
129.813594,1173,421
129.818924,1080,371
130.097843,395,92
130.106042,1011,677
130.426141,91,24
130.483345,209,167
130.809938,1159,399
130.90851,463,739
131.092575,1094,398
131.094174,130,199
131.370451,203,162
131.726877,206,217
132.126858,1003,373
132.395704,376,88
132.782338,401,125
133.081149,1023,427
133.392371,197,217
133.436189,91,16
134.23307,77,187
134.371659,4083,67
134.469437,1056,396
134.855968,1033,397
134.880889,1118,378
134.931698,1269,152
135.046141,1035,401
135.126747,1256,414
135.128899,1211,450
135.152903,396,89
135.400719,4078,46
135.413563,91,16
135.639164,1066,421
135.729149,91,24
135.824571,414,79
136.119902,378,52
136.226931,385,112
137.080557,1314,285
137.50624,401,88
138.154805,404,98
138.160473,91,16
138.439587,194,188
138.57600300000001,4086,64
138.804052,1111,389
139.041757,1125,395
139.265873,1013,421
139.363233,847,89
140.214073,375,101
140.264568,1046,393
140.344586,395,58
140.462652,402,86
140.774395,1207,386
140.865087,997,415
141.053129,191,162
141.228514,978,430
141.27414,200,217
141.472495,1160,421
141.514379,1216,466
141.515893,912,427
141.516893,181,104
141.676625,206,162
142.26434,1010,396
142.431071,975,68
142.838282,1033,396
142.99318,163,157
143.183952,382,62
143.195051,1082,426
143.367023,1311,415
143.403694,200,217
143.406745,4093,91
143.417721,91,16
143.495211,181,85
143.564808,1004,412
144.042801,1315,144
144.299967,203,161
144.636018,960,403
145.386793,1032,387
145.448561,1144,396
145.459497,414,130
145.459783,399,86
145.789242,1113,98
145.845342,181,107
146.054748,161,193
146.252458,1001,398
146.419543,371,54
146.551895,1176,385
146.729681,1061,429
146.956424,886,95
147.040106,4101,58
147.171072,1137,428
147.225661,1245,389
147.255813,401,103
147.396901,405,83
147.608752,1319,169
147.995623,1052,429
148.18913,91,24
148.257883,1062,393
148.259979,2042,52
148.277629,4080,74
148.930373,328,18
148.979042,8,122
149.146041,1313,156
149.212459,2278,45
149.262497,1129,414
149.272552,405,110
149.417817,393,105
149.728896,167,187
149.746382,1040,456
149.977197,1113,399
150.011742,1042,411
150.032477,1180,414
150.063939,1069,426
150.187535,209,217
150.892545,1065,426
150.896561,128,173
150.906889,4082,50
150.907133,1037,415
151.155343,966,403
151.170425,380,99
151.325882,1087,396
151.380889,218,179
151.419676,387,75
151.516525,1000,498
152.421437,383,114
152.463441,1093,429
152.861951,1262,390
153.013292,1473,450
153.724494,1127,563
154.558681,1076,464
154.662273,1067,393
154.669624,402,73
154.778892,209,179
155.002164,1047,401
155.33796,200,193
155.597518,942,404
155.771199,1072,446
155.855495,1232,419
155.98362,373,91
156.139148,999,395
156.264687,1146,426
156.737223,1049,667
157.085519,1130,375
157.085654,1009,419
157.325257,1317,320
157.345482,921,114
157.470555,4084,34
157.521027,1157,429
157.601557,1093,425
157.637495,1035,405
157.639571,1009,395
157.668274,4091,40
157.72193,482,73
158.000126,4076,38
158.000773,401,104
158.065388,1046,429
158.425743,1230,389
158.443794,161,159
159.053001,26,238
159.073384,1108,399
159.211133,378,124
159.214063,1051,410
159.466809,2,93
159.633567,1001,373
159.691766,1059,429
159.847869,996,385
159.859111,1096,396
159.946754,417,98
160.2643,1139,396
160.398405,310,18
160.705187,1027,482
160.799948,1007,388
160.844938,161,150
161.053591,4099,55
161.220983,1025,394
161.27943,1044,413
161.401205,404,108
161.438862,1036,425
161.503614,1098,396
161.676822,405,105
161.702028,4074,50
161.715918,1269,451
161.816187,788,51
162.483709,918,397
162.664342,206,179
162.756703,4076,51
163.02951,1068,664
163.56063,1042,472
163.575873,417,92
163.757056,409,146
163.776854,1002,373
164.256174,942,104
164.472242,983,414
164.579158,4088,67
164.663102,1113,1000
164.73945,203,217
164.823341,435,83
164.851346,4086,37
165.013914,91,16
165.103613,1071,386
165.476427,167,217
165.477517,200,161
165.611585,181,92
165.791288,181,118
166.238291,4090,45
166.288425,1201,546
166.291017,1208,400
166.452806,373,57
166.749908,1005,407
166.83895,130,199
167.067526,1008,398
167.168962,91,16
167.446532,392,109
167.518384,394,94
167.696739,988,466
167.736436,1146,380
167.793823,4089,67
167.833899,1091,436
168.350159,379,87
168.483657,411,93
168.771615,4083,62
169.59149,396,65
169.654672,4088,107
169.880454,4073,29
169.909671,1060,396
169.942613,1046,429
169.95733,398,79
170.220351,3067,101
170.61187,381,99
170.817131,1117,428
170.902336,383,69
170.911845,403,106
171.152531,377,69
171.263676,403,101
171.604735,1145,396
171.786621,1209,403
171.930396,893,455
172.573325,1036,411
172.72295,203,217
172.996312,200,217
172.99668,299,18
173.231078,1142,436
173.475335,1318,234
174.185852,323,18
174.338631,1023,416
174.458928,1039,593
174.681349,1024,414
175.167076,206,165
175.205672,371,97
175.389351,373,66
175.439995,385,73
175.533046,203,167
175.882072,398,132
175.975567,1241,421
175.999246,1050,374
176.123897,4075,63
176.325462,401,86
176.418546,1436,386
176.606812,389,65
176.831056,386,49
176.861527,1069,426
176.894336,212,217
176.923777,991,373
176.999688,181,112
177.335033,4082,210
177.426378,395,142
178.195737,1007,451
178.220463,395,91
178.713623,324,18
178.746667,200,167
178.768849,397,103
178.769001,4074,67
178.832461,452,101
178.953435,391,93
179.038616,1061,429
179.161059,1007,379
179.356312,398,99
179.374755,913,398
179.496716,999,412
179.548139,385,84
179.557508,4096,45
179.895252,1161,408
180.322272,396,113
180.624456,4080,35
180.743119,200,188
180.804383,1116,401
180.833622,1046,531
180.972406,1015,397
180.989935,396,95
181.071985,1320,201
181.07519,1040,396
181.099773,416,153
181.235325,384,61
181.64273,1288,418
181.725255,203,162
181.743895,400,82
181.901275,209,217
181.926791,402,134
181.959329,906,146
182.044392,1312,204
182.138767,4076,92
182.524377,1042,373
182.584691,128,205
182.925449,1067,398
182.998118,1170,398
183.362202,1129,396
183.776414,4075,52
183.867361,401,144
183.997839,1032,401
184.098928,407,122
184.147985,1102,425
184.327616,1088,407
184.541003,385,107
184.585381,967,398
184.671373,395,83
184.8179,1160,392
184.988202,1019,413
185.078635,4082,31
185.550642,181,172
185.682041,91,24
185.761975,409,125
185.782036,383,58
185.851519,1363,363
185.857923,1034,550
185.865409,200,174
185.921607,4083,46
186.335667,4119,36
186.496873,998,373
186.621283,203,217
186.890739,1317,268
186.933822,1001,399
187.054164,167,168
187.181692,1093,429
187.21607,3053,69
187.277344,373,27
187.308712,4080,61
187.614788,209,194
187.832271,1314,161
187.860165,91,16
188.098882,2584,150
188.103514,1072,446
188.364494,370,69
188.370352,379,88
188.394754,1129,136
188.447756,372,90
188.610852,1297,368
188.619275,1012,420
188.620943,377,53
188.810412,1191,411
188.887181,4078,62
189.623389,393,101
189.800568,1208,413
190.150917,379,62
190.509151,4132,75
190.855051,394,70
190.893843,425,96
191.029129,313,18
191.058526,134,202
191.12022,181,418
191.706029,1027,405
191.850345,1035,431
191.957732,391,93
192.135357,395,118
192.841127,371,58
193.183366,1098,396
193.274626,1296,398
193.361686,124,159
193.520462,394,104
193.602925,1230,399
193.86169,2786,99
194.012643,380,74
194.195225,91,16
194.871441,1298,402
194.891237,4077,40
195.05782,1101,405
195.246245,998,518
195.398766,378,52
195.407394,1033,394
195.443632,4085,53
195.488361,4126,113
195.518164,395,90
195.890574,4075,58
196.425513,1120,415
196.521171,420,104
196.782151,1138,396
197.20197,406,89
197.309227,1314,152
197.46443,4089,68
197.819912,1057,445
198.084933,4095,50
198.63743,1074,403
198.798941,1133,432
198.819406,1110,451
198.822482,1005,111
198.823577,853,106
199.095765,1198,396
199.159192,372,61
199.578449,4084,66
200.015643,381,91
200.179306,1112,404
200.325239,956,75
200.337077,431,99
200.678166,957,414
200.773476,400,85
200.8721,2436,83
201.152138,4075,28
201.362087,394,93
202.080057,1216,456
202.145452,1398,44
202.380956,218,179
202.438944,4100,48
202.486898,391,93
202.607016,383,83
202.703921,22,147
203.035479,1247,398
203.082228,1318,139
203.220448,203,193
203.402532,1135,410
203.523461,1009,393
203.54773,1249,413
203.751065,391,94
203.776367,163,158
203.900093,404,71
204.11491,871,103
204.319808,4091,87
204.641729,978,401
204.93911,372,28
205.177341,372,67
205.451641,1165,411
205.498664,1262,373
205.691513,1216,421
205.741284,237,14
205.772115,91,24
205.776879,1196,385
205.984603,1116,411
206.239153,1102,427
206.433234,414,84
206.850773,392,74
207.100736,386,57
207.601926,1111,415
207.666322,997,393
207.677184,987,393
208.362332,203,167
208.438594,3744,67
208.639751,209,217
208.690025,908,90
208.956661,404,126
209.128426,1296,448
209.502551,396,87
209.660704,1035,411
209.742118,416,99
209.879917,167,205
210.005628,2584,174
210.017654,907,429
210.054517,429,108
210.103882,1361,98
210.137319,130,173
210.190961,203,217
210.268267,126,203
210.286503,1082,105
210.478325,397,54
210.507084,4093,35
211.157424,383,72
211.238774,416,144
211.415368,1072,411
211.44358,380,112
211.596232,1161,440
211.60901,197,217
211.635999,2426,130
211.777182,368,62
211.804381,1101,402
211.805666,405,142
211.854817,181,119
211.940008,910,60
212.232619,4145,40
212.575726,994,396
212.649181,1201,497
212.896026,4070,77
212.948192,4093,48
213.271043,4093,60
213.353057,400,95
213.404639,404,101
213.521487,4122,51
213.623616,1001,371
213.659715,1004,412
213.75372,1118,385
213.934058,391,98
213.981198,4084,36
214.003424,4091,42
214.039235,374,70
214.238752,395,132
214.334725,1318,151
214.732534,373,126
214.770189,167,217
215.419694,404,96
215.846596,399,91
216.027393,309,18
216.174389,914,100
216.545056,398,99
216.551134,923,416
216.769135,392,91
217.570108,206,171
217.583654,2406,33
217.83249,1231,416
217.834366,1181,415
218.074981,374,73
218.22184,396,120
218.301526,181,209
218.662269,4082,49
218.778759,4079,53
218.98225300000001,1658,82
218.983112,165,158
219.231446,405,133
219.468591,4119,59
219.735425,1205,409
219.884674,1120,397
220.113917,367,49
220.318331,405,96
220.679853,4099,53
220.824112,442,78
220.878405,4074,28
221.408927,1009,399
221.676129,375,94
221.958618,1009,399
222.034753,1313,162
222.092853,1133,432
222.283676,385,77
222.370205,1296,405
222.698393,1199,440
222.709894,1321,180
223.339397,437,92
223.38057,440,84
224.395209,381,67
224.501812,420,103
224.789247,1060,449
225.030611,1199,373
225.052665,390,99
225.189176,4122,73
225.269108,4076,39
225.519624,203,217
225.60699,999,575
225.697029,4082,128
225.840764,1231,463
226.198754,1165,409
226.319997,987,393
226.35581,414,101
226.449241,396,102
226.491825,1865,122
226.494634,390,83
226.496923,1083,429
226.562281,373,69
227.294001,4085,37
227.413746,401,89
227.492501,203,183
227.753443,1233,377
228.152331,1133,429
228.259666,4122,64
228.318331,1199,396
228.40521,1226,95
228.493521,1031,397
228.763155,206,189
228.784972,980,516
228.794286,167,179
228.915341,405,128
228.925856,376,62
229.016967,1313,169
229.020278,1320,239
229.102596,1052,101
229.449751,1060,658
229.512122,1049,395
229.650731,408,104
229.798888,91,16
229.953003,1313,234
230.204219,206,186
230.231537,128,159
230.668564,4089,50
230.682124,1150,375
230.691228,1196,425
230.781025,406,102
230.786345,388,92
230.849156,980,396
231.007595,173,158
231.03209,407,91
231.077022,963,407
231.108108,1808,56
231.410924,379,59
231.497508,413,96
231.601847,1146,425
231.914152,1060,397
231.928626,191,217
232.142539,394,93
232.239346,1204,412
232.270186,197,217
232.420569,1207,386
232.512955,23,149
232.517715,396,95
232.574679,923,418
232.65112,396,96
232.651136,923,417
232.672141,1262,415
232.697071,1102,427
232.845736,371,85
233.157557,4075,39
233.262555,1186,371
233.39637,181,111
233.398279,1008,373
233.407988,1225,401
233.532552,1181,426
233.639048,1311,169
233.900576,2216,49
234.012194,200,179
235.062994,1060,397
235.093552,4074,74
235.422357,763,30
235.787254,1353,181
236.446368,1035,411
236.810778,4086,75
236.960151,394,110
237.26952,126,203
237.281217,1264,440
237.57752,91,16
237.579924,4089,84
237.659859,382,53
237.688753,395,88
237.786033,4089,79
238.076786,1004,396
238.203492,181,1000
238.438576,1031,397
238.548025,416,86
238.971846,171,198
239.31336,383,76
239.377274,4071,46
239.426071,1133,463
239.802509,419,93
239.901299,1083,397
240.184578,1146,394
240.429112,385,88
241.050766,1264,418
241.299908,402,103
241.611791,415,142
241.851934,386,66
242.289814,1312,134
242.358181,1009,399
242.362915,1196,373
242.394078,1007,395
242.633947,1024,393
243.132665,923,468
243.264578,1318,918
243.437901,4085,144
244.025389,432,95
244.336481,1010,429
244.653833,371,78
244.789087,403,91
244.983981,2636,82
245.180078,389,94
245.411238,1072,468
245.779285,391,116
245.86383,396,105
246.574073,4083,97
246.617127,209,179
246.870436,1136,401
247.465923,206,183
247.486648,203,162
247.758961,1025,414
247.884018,2516,75
248.021688,944,40
248.129361,1227,625
248.402006,1211,368
248.453662,1186,377
248.514472,408,129
248.848072,1139,373
249.034435,419,130
249.076617,1199,441
249.234312,30,164
249.327745,1008,373
249.441135,1150,387
249.477157,2584,135
249.594468,1009,399
249.966077,1231,526
250.171306,1027,414
250.265211,203,181
250.368295,388,103
250.742071,1231,394
250.746404,1029,438
250.81018,1009,385
251.652253,1205,391
252.055469,393,99
252.078919,369,52
252.284139,1010,393
252.551964,1049,395
252.60841,387,73
252.822076,1010,397
253.012861,912,442
253.297981,981,393
253.415528,1083,397
253.432405,1076,51
253.476496,1195,507
253.501489,4076,104
253.718439,1007,415
253.718446,4076,59
253.782489,167,217
254.037939,379,60
254.139668,1230,414
254.295365,1596,52
254.475096,1195,507
254.529109,1201,45
254.746221,6066,74
254.945655,4075,136
255.073525,4120,115
255.360794,931,92
255.415063,1264,416
255.416076,1351,145
255.548013,386,86
255.97642,1227,392
255.994172,1009,399
256.263277,1007,385
256.498115,1231,373
256.570579,130,185
256.712051,391,76
256.712467,380,86
256.893757,407,106
256.992283,1136,377
257.048308,956,65
257.165539,1262,395
257.184178,181,357
257.220701,91,16
257.263623,1086,397
257.626599,1112,432
257.981166,200,211
258.185359,1120,397
258.37666,1082,385
258.674663,1156,396
258.83416,2445,83
258.876029,1060,411
258.980217,1139,428
259.574621,206,211
260.39151,1009,394
260.424662,375,77
260.478522,1314,161
260.659808,435,103
260.660166,409,149
261.306563,1211,408
261.32155,1035,375
261.457899,1227,656
261.936527,1203,421
262.019364,1024,429
262.064063,171,205
262.064139,200,174
262.378006,923,404
262.391985,20,182
262.613361,2665,84
262.770932,383,75
262.800109,1156,536
262.95524,1060,429
263.224948,181,190
263.240953,1030,411
263.243452,1009,397
263.675695,980,425
264.060059,1204,411
264.173447,402,97
264.647969,1199,373
264.768496,998,415
264.988185,415,131
265.008695,1156,390
265.043912,311,18
265.077493,1264,395
265.142311,1207,368
265.314226,373,75
265.541165,436,136
266.083166,1025,428
266.335273,2715,43
266.360436,439,161
266.400876,963,393
266.640951,1130,45
266.718246,1139,425
266.973847,383,56
267.341025,912,395
267.714638,206,179
267.919213,1179,498
268.913874,120,12
268.983097,311,18
269.24199,1989,88
269.400889,1086,390
269.56294,4079,142
269.703746,1219,388
269.784326,392,122
269.976724,1313,176
270.318381,1146,418
270.559601,4077,42
270.620658,1036,403
270.976494,1024,407
271.413624,1216,392
271.597696,790,111
271.782531,1474,94
272.371966,1733,66
272.405836,1227,383
272.448877,1233,423
273.078701,1031,397
273.092381,1049,395
273.643334,4100,48
274.123261,181,132
274.192113,983,373
274.274378,998,402
274.43546,406,81
274.461214,1130,402
274.670005,181,257
275.315714,1169,373
275.400431,1029,418
275.456905,923,399
275.458528,1144,395
275.493864,1134,379
275.587919,1151,407
275.665176,1183,429
275.673286,1017,386
275.769652,1203,421
275.98557,380,81
276.429821,1156,388
276.603906,1191,409
276.909024,1156,408
276.999083,1102,612
277.084618,1149,385
277.139119,1064,394
277.421976,1182,388
277.712202,981,400
277.794746,1339,69
278.383857,1033,406
278.488751,1112,431
278.711081,3411,64
279.155556,1051,382
279.186612,4138,84
279.191497,1010,397
279.245708,1115,413
279.577216,1025,407
279.643131,1143,393
279.679783,1226,379
280.108088,1024,419
280.35765,1136,418
280.432651,1083,399
280.484499,1989,83
280.540261,1046,438
280.662954,1025,375
280.7458,1317,192
280.86838,1083,407
280.873318,1036,538
281.00884,1035,398
281.404313,398,94
281.607122,1179,511
281.80589,1009,399
281.828987,1030,396
281.832024,403,94
281.876336,1003,372
281.905496,181,136
282.059737,1037,390
282.260443,1070,387
282.262238,1054,397
282.475648,1171,402
282.608077,1474,94
283.157503,1111,396
283.16151,983,373
283.387087,1150,389
283.460929,986,426
283.554934,1015,446
283.746188,1010,415
284.049419,1317,135
284.084885,1142,458
284.084892,1082,385
284.172665,4082,50
284.975162,1170,422
284.986114,1785,91
285.034386,1896,68
285.667196,1312,157
285.968497,1039,397
285.975873,1172,402
285.992781,2275,99
286.695917,995,452
286.697279,1020,400
286.722859,1140,404
286.768672,1088,421
286.831787,998,399
286.864593,420,112
286.998036,1171,402
287.351433,4087,103
287.472229,1189,415
287.59575,1119,395
287.601083,1076,51
287.695488,1191,409
288.022237,1009,396
288.111506,1054,411
288.967606,1323,205
289.038983,1046,399
290.217178,1896,68
290.336364,402,87
290.519825,998,387
290.611005,1170,394
290.643301,3243,116
290.677341,375,67
290.736636,981,401
291.395034,373,56
291.572363,1015,414
291.789442,1082,385
291.893189,1140,401
292.185419,1015,572
292.206859,991,414
292.734716,1227,420
293.003821,1024,429
293.104985,1149,423
293.361991,2227,82
293.585008,1063,428
293.6101,1059,525
293.70936,1085,442
293.783467,1023,446
294.27663,4079,58
294.29873,1282,66
294.659498,421,77
294.79371,1144,498
294.806922,373,72
294.845725,324,18
294.912455,1072,415
295.026932,1136,500
295.396615,1141,411
295.824561,1012,416
296.073996,405,90
296.44058,1035,398
296.646917,1057,439
296.747135,391,90
296.792159,1094,376
296.88765,1050,438
296.986837,1148,614
297.298496,1142,361
297.594606,1106,434
297.815498,2492,39
297.937975,1226,407
297.939832,958,554
298.051883,1082,391
298.056394,245,14
298.495749,1018,390
298.769598,395,85
299.096967,435,114
299.349393,379,81
299.658011,1099,410
299.828123,1339,72
299.884014,1317,235
300.163427,1017,537
300.181019,1139,674
300.439268,1033,427
300.489694,1009,397
300.967192,1020,400
300.967673,1008,395
300.980851,1046,418
301.346129,1054,419
301.358082,1202,411
302.038932,1102,396
302.155528,1139,429
302.244672,1785,137
302.744924,1075,516
302.746472,1179,511
